timestamp,open,high,low,close,volume
2026-02-01 21:00:00,689.58,696.93,69.005,695.41,79286521.0
2026-02-02 21:00:00,696.21,696.96,684.03,689.53,107904611.0
2026-02-03 21:00:00,690.35,691.45,681.76,686.19,105204600.0
2026-02-04 21:00:00,680.94,683.69,675.79,677.62,114873948.0
2026-02-05 21:00:00,681.46,692.31,680.85,690.62,89131116.0
